Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8
13_tassette;0.197849437660984;-0.86998591043234;3.51906712404499;0.283058204722353;1.02780010778252;-1.1812745212191;0.194849351135956;-0.947350208792706;-2.22401358490266
13_tassette;0.0257381590059618;-0.673459278634191;3.82238664714608;0.246341204796376;0.927458476510688;-1.19367867302195;0.100665455419121;-0.971945583637978;-2.28350640758411
13_tassette;-0.00671733425222732;-0.831565344717569;3.78417386742947;0.231143212055529;0.995470316919648;-1.16858145755924;0.147773162486572;-0.948467734196291;-2.2032286881659
13_tassette;0.00149044996753833;-0.744631412730066;3.83656835261582;0.288267589871062;1.00238574000726;-1.20142573236348;0.108218622553709;-0.995321185942588;-2.29555242397926
13_tassette;0.0168166015342828;-0.788100423921406;3.80402706186262;0.269528427586504;0.994973126654093;-1.1876369191059;0.163069870449362;-1.01283550296941;-2.25984224209015
13_tassette;0.0270254386874798;-0.787009821508884;3.80957680869647;0.266021278297011;1.00955906507712;-1.16954069694328;0.169792162674729;-1.04026558294714;-2.28515865203351
LAM46492;0.0027315560183192;-0.523325503960669;3.72395274723103;0.253822907247992;0.926646988036174;-1.23351217723343;0.0430901609277079;-0.990015281571932;-2.20339139669519
951183;-0.0515575758224793;-0.466889402712998;3.87261575471277;0.229469545542347;0.906440718399043;-1.27109103603324;0.0846222640785617;-0.99517216027406;-2.30843810788994
951183;-0.020854348423395;-0.52445180625791;3.89021318551222;0.230487668979929;0.922513562273621;-1.24659313578241;0.0952376478550487;-0.999288190692393;-2.3472645834647
951183;-0.0417530354555633;-0.514526021005906;3.8783491558884;0.202423059852321;0.920335504370371;-1.26341906175882;0.0956305132630235;-0.953802906381501;-2.32323720877232
951183;-0.0791613886980267;-0.517037214093302;3.74563249994817;0.275731745089148;0.968449549425372;-1.25422779699504;0.169858470299962;-0.983846406916764;-2.32539945805952
951183;0.0095256101486596;-0.503301160583454;3.78153150225093;0.206206281482128;0.88836099357058;-1.180199911799;0.151876749575004;-1.01269957698173;-2.34130048766312
951183;-0.0440131722605321;-0.592760943549123;3.81039283562144;0.25230878807443;0.918950520903316;-1.23995154647837;0.197031186759876;-0.969346521315674;-2.33261114775536
951183;0.069240413409978;-0.543086041202476;3.76816856353936;0.238557908884198;0.962669995651552;-1.2095065669547;0.118449709722209;-1.00834607033206;-2.39614791271806
G143_ech1;0.0718733172650943;-0.57273075975041;3.38611196395339;0.338699394297996;0.981763403036641;-1.12166678305063;0.23434821854982;-0.903888458842278;-2.41451029545963
G143_ech1;0.0497489560031963;-0.591388426520813;3.40353135379584;0.28073389270138;1.00631640613319;-1.15621941010215;0.296082875493059;-0.883978672060783;-2.40482697544292
G143_ech1;0.0952382221798369;-0.608488222173133;3.40637285237503;0.292574524430942;0.974928272589749;-1.09570698554944;0.2215657888698;-0.913986897236526;-2.37249755548625
G143_ech2;0.0426162334654121;-0.703803793087427;3.89649463979854;0.254382550551949;0.893173954889613;-1.27434165166283;0.139497056735405;-1.05667451472233;-2.19134447596834
G143_ech2;0.0080028835842163;-0.746895979829264;3.82572211013141;0.256838602417492;0.91708711615466;-1.24279069077145;0.251912617209536;-0.976166846982638;-2.29370981191396
G143_ech2;0.0253193798371356;-0.721187043420879;3.78904455936164;0.25502237970448;0.928868368777354;-1.18301556609199;0.143587561856267;-0.971003719291735;-2.26663592073227
G143_ech2;-0.00837910299731082;-0.707243586688839;3.90122178343088;0.246580993520952;0.895073460066242;-1.28507067871501;0.132178889297202;-0.933942772658169;-2.24041898525595
G40-2;0.225207692482349;-0.786967673707953;3.58374555102029;0.266171356649448;0.948550809711639;-1.22196538786981;0.263392691825879;-1.03361289610828;-2.24452214400356
G435_ech1;-0.017733342161165;-0.416116036045826;3.35128733055767;0.264978435353287;0.95702274482814;-1.20719838774663;0.21483094837857;-0.926137526943979;-2.22093416622007
G435_ech1;0.0756654245118025;-0.448342991356561;3.35660069765911;0.271708826434176;0.957646219743983;-1.28483061597509;0.0976380566764053;-0.84392386643676;-2.18216175125706
G436_ech2;0.263159780883272;-0.384164895383369;3.56355070654954;0.188878196759074;0.916388191056146;-1.30392792686308;0.0888239360029908;-0.958937321773422;-2.37377066723116
G436_ech2;0.251686902370664;-0.398477628232071;3.5445862353361;0.19684315119787;0.880172827902388;-1.22155900436824;0.0910248539009313;-0.972394331642457;-2.37188300646518
G436_ech2;0.2187544248633;-0.534778080779852;3.54703940425617;0.247068201111204;0.923783682725975;-1.2647521472806;0.139957772253866;-0.914027063835202;-2.36304619331487
G436_ech3;0.14857308922096;-0.80555559586278;3.15922201370302;0.266247162038971;0.944020170873547;-1.25751196478985;0.185882861418661;-0.611304869261728;-2.0295728673408
G436_ech3;0.196782163486609;-0.860755916996459;3.15183125657514;0.307922465327554;0.957205549504984;-1.18264532934227;0.181256178663154;-0.607732143860309;-2.14386422335841
G436_ech3;0.175547973696866;-0.804103458921148;3.13175626750512;0.279293032831047;0.951639807806426;-1.19569182605559;0.153280207499897;-0.624716327563478;-2.06700567679914
G42_ech2;0.0525737797469721;-0.758499287217998;3.6506947591665;0.234057336362814;0.987287868288633;-1.19044541055298;0.172634206717603;-0.988279384321982;-2.16002386818956
895_414;0.0698824498057435;-0.691168391697262;3.7369393650999;0.237161656419328;0.972855861846673;-1.21117733347226;0.0632499719972914;-0.959866795004207;-2.21787678499521
10_epauliere;0.193539813054813;-0.834575503199898;3.4605572818058;0.271445024980121;0.888842565612201;-1.129042703821;0.245962436618682;-0.852936874811425;-2.24379204023929
12_cubitiere;0.112232280394317;-0.420812542921592;3.47897262133538;0.297126127385829;0.916566618909383;-1.22812513269299;0.162216736508138;-0.827652133108513;-2.49052457580995
12_cubitiere;0.0792072628696814;-0.772851746756949;3.4141805128348;0.356079279354899;0.91449441032928;-1.15794616778764;0.244690304449853;-0.794469297061993;-2.28338455823193
4_colletin_a;0.112403119302041;-0.652506928762743;3.46519126930544;0.264551703786878;0.918917077638224;-1.15596150303505;0.25545458900136;-0.864339239090107;-2.34371008814604
4_colletin_b;0.156694851106255;-0.702720886950268;3.45587667083559;0.315345074727503;0.935612572214195;-1.16024887945185;0.180215200742199;-0.774555754121394;-2.40621884910223
4_colletin_b;-0.035038482106355;-0.716494516154933;3.69432290855996;0.252560321521384;0.997976264971498;-1.16361495333753;0.27417846801773;-0.904634633623276;-2.39925537784848
4_colletin_b;0.102661463208553;-0.772312692182741;3.16456930696768;0.23173458493781;0.865251971164731;-1.07937073475215;0.12449825799079;-0.76421368234856;-1.87281847498611
4_colletin_b;0.09833866630489;-0.530805215110346;3.35748858892663;0.306156500239101;0.941252233346438;-1.1942830346546;0.196486138373266;-0.785557607105414;-2.38907627031996
4_colletin_b;0.116762733635821;-0.51454176436037;3.39184619244324;0.345521273974861;0.870114688639547;-1.21037808397074;0.188218053682679;-0.793139782368088;-2.39440331167695
895.4.1.3_1;0.117453163931556;-0.809348761914435;3.85532124723638;0.241257937557904;0.899673189028023;-1.32332560071962;0.21234245875857;-1.0188877659833;-2.17448586789508
895.4.1.3_1;0.113324051839204;-0.660903439995682;3.8138848433035;0.262368496286955;0.899951931970965;-1.25267904528458;0.155787025235448;-1.05491378683247;-2.27682007652333
